535.798	699.3014
888.201	-884.5834
55.7996	383.5228
506.2207	-147.8014
-19.9902	-498.573
213.9466	-531.0255
136.6045	-392.3237
847.8407	621.7372
536.1297	-68.6356
130.0202	-691.5277
-939.9327	-259.8788
569.2047	359.1494
-974.0499	257.1547
566.2354	-484.0423
-1.3791	232.3524
576.0451	-691.4127
-392.9514	-778.2598
87.7232	276.4223
921.5345	-243.5415
-976.2939	355.3354
-513.0032	-371.3391
784.241	-59.6927
944.8728	-100.4904
3.5684	653.6405
730.7397	-897.4294
-249.8308	-860.019
492.8234	186.4302
-905.538	707.4898
-570.8387	-808.0862
-597.7206	9.5
725.0865	925.6199
-495.1966	-279.1333
116.7251	-699.7814
204.8036	275.5972
-828.4954	-930.7787
-979.4075	738.6614
824.0619	-444.5455
443.1775	290.3592
453.7497	393.0083
510.4437	922.4128
-267.0952	519.275
244.977	-224.8448
748.8129	-142.951
832.2356	-324.4287
97.2895	-138.6104
-190.1426	957.3437
427.3748	-816.7758
152.5191	-42.6644
-972.5732	90.3479
-984.8725	101.0207
975.0658	858.006
-351.0956	587.4025
-493.7672	-671.2826
377.8126	-601.6593
179.6707	-145.1353
747.0039	-321.68
-9.1412	-251.5463
894.1243	582.051
-548.3891	240.1991
-454.7517	-560.8655
104.3356	-990.6761
-366.1029	650.416
-246.8491	-791.2158
-860.8963	874.8403
-887.497	-576.6504
-988.3978	17.9687
173.6479	103.3262
-856.8877	-217.2083
-19.5973	-481.1251
-573.8755	-617.337
102.9084	2.5976
-40.4666	-199.2515
723.1479	859.9914
-21.7507	86.2211
-683.7584	447.3349
994.7214	-911.9437
778.705	-886.8465
-232.5975	-234.5251
-994.6235	190.6968
975.8814	870.9744
-866.7099	-862.2881
15.3435	467.4165
-555.6163	-595.7357
665.4916	-194.4052
-565.651	-829.7669
-447.4136	-684.0659
719.8861	-908.3553
-688.1516	-344.8797
-303.4503	-716.6351
175.9931	262.1349
-487.1672	303.7284
-82.9662	573.2975
576.7619	-282.7626
564.5397	-335.2038
-820.6938	81.9452
828.7394	-870.8251
-963.7277	597.6394
355.0761	647.0858
-838.3608	-61.4506
-274.6762	823.6639
823.8979	-889.2942
-624.3279	-558.7788
-433.7917	-681.9381
762.1634	518.007
-333.1708	544.65
190.3309	-960.085
678.6645	983.1029
-928.8798	167.6288
966.0212	-855.5629
665.954	-71.5676
-806.5503	592.4965
249.5793	-467.9186
-115.6337	648.0689
580.5775	-229.7002
371.7839	-456.5986
-809.3468	-428.6884
-320.4596	-558.4617
-805.8482	-149.9216
685.1052	-819.3888
-7.3569	-834.2994
108.9069	-182.4571
-604.7097	878.7364
834.6808	290.1314
-718.5572	-858.7771
-605.7057	-586.23
681.575	-383.8807
707.7022	-754.705
-812.8059	767.5428
-491.1354	192.6339
663.2313	-56.1954
-508.1918	-674.8246
227.3017	891.0494
-780.3707	-519.9187
456.9216	339.5812
-499.2395	-898.9493
-12.1066	-72.1294
-617.5314	-738.3038
276.2656	562.0861
-916.4892	317.9749
-543.2577	549.7991
681.8757	-429.1821
-680.2235	-496.3746
-965.5924	762.3602
-379.9069	305.0207
845.3115	-354.468
568.5088	460.527
-751.4676	94.2135
-135.3328	-306.5463
-139.3923	-538.1768
-466.2351	-937.1491
814.5202	-161.3646
-981.74	-957.0792
-417.5492	704.2174
661.7394	-830.6031
-830.9752	-44.1895
518.2601	-226.7906
-395.703	194.7307
276.0564	-711.9416
493.0313	-185.8056
-447.0725	-318.1141
735.607	-897.8888
-746.4522	368.3993
-200.392	740.928
783.3213	250.0269
-257.7643	748.6738
-829.5792	218.9173
728.8685	712.4089
185.5551	494.1444
-635.2319	-386.6751
565.4152	-431.533
595.7859	-118.523
42.2496	831.4689
-264.0636	703.0959
36.8581	520.8308
264.4402	-738.5163
982.3843	-126.242
-497.2523	-133.6759
-773.9369	-678.3674
-303.075	-643.8602
942.6656	-788.9818
